TIME,COURSE,IMP_MSHS_CLASS,IM_MSHS_CLUB,IM_COMPETIT,IM_AFTERSCHOOL,IM_SUMMERCAMP,IM_APCLASS,IM_DUAL,IM_FAM_INFLU,IM_FAM_WORK,IM_HSTEACH,IM_EMPLOY,IM_STUDENT,IM_WORK,IM_OTHER,DEG_PROGRAM,MOT_JOB,MOT_BACH,MOT_HS,MOT_CAR_AD,MOT_CAR_CHG,MOT_PROFDEV,MOT_JOBDIS,MOT_RELOC,MOT_CURRENT,MOT_IT_CERT,MOT_FINAN,MOT_PERS,FIRST_CHOICE,MORE_CLASS,MORE_CLASS_WHY,GENDER,AGE
2021/10/04 12:24:36 PM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,CIS Game Development,Yes,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,19-20
2021/10/04 12:25:09 PM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,3,it is not my interest,Man,19-20
2021/10/04 12:26:05 PM EST,CMP 128 Computer Science I,Some Impact,N/A,N/A,N/A,N/A,N/A,N/A,No Impact,N/A,No Impact,No Impact,No Impact,No Impact,N/A,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,First Choice,,,Man,19-20
2021/10/04 12:27:43 PM EST,CMP 128 Computer Science I,Some Impact,N/A,N/A,Some Impact,N/A,N/A,N/A,High Impact,High Impact,No Impact,N/A,Some Impact,Some Impact,N/A,Mechanical Engineering Technology,,,,,,,,,,,,,,4,I would like to take another computing class because I think coding and testing things is fun.,Man,19-20
2021/10/04 12:30:10 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,First Choice,,,Man,19-20
2021/10/04 12:55:57 PM EST,CMP 128 Computer Science I,Some Impact,N/A,N/A,No Impact,N/A,N/A,N/A,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,First Choice,,,Man,19-20
2021/10/04 2:37:29 PM EST,CMP 128 Computer Science I,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Engineering,,,Man,19-20
2021/10/04 2:38:18 PM EST,CMP 128 Computer Science I,Some Impact,N/A,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2021/10/04 2:38:38 PM EST,CMP 128 Computer Science I,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,18 and younger
2021/10/04 2:38:50 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,Business,,,,,,,,,,,,,,5,The future is computers and technology and I want to have a diverse skill set for the future,Man,19-20
2021/10/04 2:39:40 PM EST,CMP 128 Computer Science I,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,No,No,No,No,No,No,No,No,No,No,No,No,N/A,,,Man,18 and younger
2021/10/04 2:40:02 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mechanical Engineering Technology,,,,,,,,,,,,,,5,"My current Professor has made things that seemed incomprehensible before her class, like something anyone can accomplish with the right focus.",Man,35-64
2021/10/04 2:40:12 PM EST,CMP 128 Computer Science I,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Engineering,,,Man,19-20
2021/10/04 2:40:30 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,First Choice,,,Woman,19-20
2021/10/04 2:40:32 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,21-24
2021/10/04 2:40:46 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,N/A,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Engineering,,,Man,19-20
2021/10/04 2:41:12 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,CIS Game Development,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2021/10/04 2:41:19 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2021/10/04 2:42:44 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,18 and younger
2021/10/04 2:42:46 PM EST,CMP 128 Computer Science I,No Impact,Some Impact,Some Impact,No Impact,N/A,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Engineering,,,Man,18 and younger
2021/10/04 2:44:37 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Electronics Engineering Technology,,,,,,,,,,,,,,5,Ive always been into computers and robotics,Man,19-20
2021/10/04 7:22:20 PM EST,CMP 128 Computer Science I,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Business,,,,,,,,,,,,,,5,"So far, I have little to no interest in my business classes, and genuinely enjoy going to my CMP 128 class!",Man,19-20
2021/10/04 7:49:10 PM EST,CMP 128 Computer Science I,High Impact,N/A,N/A,N/A,N/A,N/A,N/A,High Impact,High Impact,No Impact,N/A,N/A,N/A,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,First Choice,,,Man,19-20
2021/10/04 7:52:09 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,First Choice,,,Prefer not to say,19-20
2021/10/04 8:26:51 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Information Technology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,,,Man,25-34
2021/10/04 10:41:25 PM EST,CMP 130 Intro to IT,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,First Choice,,,Man,19-20
2021/10/05 8:27:25 AM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Electronics Engineering Technology,,,,,,,,,,,,,,3,I am fine with or without one. I only took it because I had to for my major,Man,18 and younger
2021/10/05 10:44:24 AM EST,CMP 130 Intro to IT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,Information Technology,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Exercise Science,,,Man,21-24
2021/10/05 12:32:09 PM EST,CMP 131 Fundamentals of Programming (Python),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,Some Impact,N/A,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,First Choice,,,Man,25-34
2021/10/05 1:17:59 PM EST,CMP 130 Intro to IT,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,First Choice,,,Man,25-34
2021/10/05 1:31:23 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,No,No,Yes,No,No,No,No,No,No,No,No,No,Engineering,,,Man,21-24
2021/10/05 2:15:49 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Web Development Certificate of Achievement,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Radiography,,,Man,35-64
2021/10/05 2:37:36 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,First Choice,,,Man,19-20
2021/10/05 2:38:49 PM EST,CMP 131 Fundamentals of Programming (Python),High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,19-20
2021/10/05 2:39:34 PM EST,CMP 131 Fundamentals of Programming (Python),High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,First Choice,,,Man,19-20
2021/10/05 2:39:42 PM EST,CMP 131 Fundamentals of Programming (Python),N/A,N/A,N/A,N/A,N/A,N/A,N/A,High Impact,High Impact,N/A,N/A,N/A,N/A,N/A,Information Technology,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Engineering,,,Man,25-34
2021/10/05 2:40:26 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,18 and younger
2021/10/05 2:43:03 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,Some Impact,Some Impact,N/A,No Impact,N/A,N/A,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,19-20
2021/10/05 2:45:13 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2021/10/05 2:45:33 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,No,No,No,No,No,No,Yes,No,No,First Choice,,,Man,18 and younger
2021/10/05 2:48:18 PM EST,CMP 131 Fundamentals of Programming (Python),No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,19-20
2021/10/05 3:38:50 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Business,,,,,,,,,,,,,,2,I do not see myself in the technology field when I am older.,Man,19-20
2021/10/05 4:47:22 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Data Analytics Certificate of Achievement,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,First Choice,,,Man,19-20
2021/10/05 4:50:43 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Data Analytics Certificate of Achievement,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,First Choice,,,Man,19-20
2021/10/05 4:50:58 PM EST,CMP 130 Intro to IT,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Science,,,Man,19-20
2021/10/05 4:56:54 PM EST,CMP 130 Intro to IT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2021/10/05 5:46:35 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,18 and younger
2021/10/05 6:43:02 PM EST,CMP 130 Intro to IT,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,First Choice,,,Man,19-20
2021/10/05 7:59:51 PM EST,CMP 130 Intro to IT,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,Information Technology,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Science,,,Man,25-34
2021/10/05 11:33:32 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,High Impact,N/A,High Impact,N/A,High Impact,High Impact,Computer Science,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,21-24
2021/10/06 9:50:42 AM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,Some Impact,N/A,N/A,Some Impact,N/A,N/A,Computer Science,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,First Choice,,,Man,19-20
2021/10/06 11:17:44 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,19-20
2021/10/06 4:49:43 PM EST,CMP 131 Fundamentals of Programming (Python),No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,Mathematics,,,,,,,,,,,,,,5,"I am currently enrolled as a Math & Science Major. I have taken math classes up to Pre-Calc and am starting to change my career goals. I feel there is always more to learn with computing (You can probably never master it in a lifetime, with how quickly technology changes). Everything will be computer based the further we progress. ",Woman,35-64
2021/10/06 4:56:35 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Business,,,,,,,,,,,,,,4,"Not sure if I enjoy it, I do like the hardware side of computer science more, so I may be switching back to comp sci as my major again. ",Man,18 and younger
2021/10/06 6:46:48 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,N/A,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,First Choice,,,Man,35-64
2021/10/07 11:24:05 AM EST,CMP 128 Computer Science I,High Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Technical Studies,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,First Choice,,,Man,18 and younger
2021/10/07 12:47:18 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,N/A,Undecided,,,,,,,,,,,,,,3,"It is something I am interested in, but it is not something I want to immediately dive into. I want to take my time.",Woman,19-20
2021/10/07 12:55:25 PM EST,CMP 131 Fundamentals of Programming (Python),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,Some Impact,Some Impact,Some Impact,N/A,Some Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2021/10/07 2:09:27 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,First Choice,,,Man,19-20
2021/10/07 4:26:43 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,LIberal Arts,,,Man,25-34
2021/10/07 5:00:23 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Radiography,,,,,,,,,,,,,,5,I want to further my computing expertise,Man,35-64
2021/10/07 5:37:56 PM EST,CMP 239 Internet & Web Page Design,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Business,,,Man,21-24
2021/10/07 6:21:48 PM EST,CMP 128 Computer Science I,High Impact,N/A,Some Impact,N/A,N/A,N/A,N/A,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,N/A,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,First Choice,,,Man,18 and younger
2021/10/07 6:30:34 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Business,,,Man,18 and younger
2021/10/07 7:07:49 PM EST,CMP 239 Internet & Web Page Design,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Digital Media Technology,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,First Choice,,,Woman,18 and younger
2021/10/07 7:13:14 PM EST,CMP 239 Internet & Web Page Design,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Graphic Design,,,Man,18 and younger
2021/10/07 7:52:11 PM EST,CMP 239 Internet & Web Page Design,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Criminal Justice,,,Man,19-20
2021/10/07 8:25:10 PM EST,CMP 239 Internet & Web Page Design,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Digital Media Technology,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Engineering,,,Man,21-24
