TIME,COURSE,IM_MSHS_CLASS,IM_MSHS_CLUB,IM_COMPETIT,IM_AFTERSCHOOL,IM_SUMMERCAMP,IM_APCLASS,IM_DUAL,IM_FAM_INFLU,IM_FAM_WORK,IM_HSTEACH,IM_EMPLOY,IM_STUDENT,IM_WORK,IM_OTHER,DEG_PROGRAM,MOT_JOB,MOT_BACH,MOT_HS,MOT_CAR_AD,MOT_CAR_CHG,MOT_PROFDEV,MOT_JOBDIS,MOT_RELOC,MOT_CURRENT,MOT_IT_CERT,MOT_FINAN,MOT_PERS,FIRST_CHOICE,MORE_CLASS,MORE_CLASS_WHY,GENDER,AGE
2020/09/17 1:17:25 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Tech0logy,,,,,,,,,,1,1,,music engineering,,,Man,35-64
2020/09/17 1:18:26 PM EST,CMP 131 Fundamentals of Programming (Python),1,1,0,0,0,1,0,1,1,1,0,0,0,0,Computer Science,1,1,,,,,,,,,,1,First Choice,,,Man,18 and younger
2020/09/17 1:18:42 PM EST,CMP 131 Fundamentals of Programming (Python),1,1,1,1,1,1,1,2,2,1,1,2,1,1,Information Tech0logy,1,1,1,1,,1,,,,1,,,First Choice,,,Man,21-24
2020/09/17 1:22:17 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Tech0logy,1,1,,1,,1,,,1,1,,,First Choice,,,Man,25-34
2020/09/17 1:22:43 PM EST,CMP 239 Internet & Web Page Design,1,1,2,1,0,N/A,N/A,1,2,N/A,N/A,N/A,N/A,N/A,Information Tech0logy,,,1,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/17 1:25:09 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0n Degree seeking,,,,,,,,,,,,,,3,Im looking to learn coding but 0t to become a computer science ,Man,19-20
2020/09/17 1:26:27 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,1,1,1,0,0,0,N/A,Information Tech0logy,1,1,,,,,,,,1,,1,First Choice,,,Man,19-20
2020/09/17 2:07:18 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Mathematics,,,,,,,,,,,,,,4,"I am truly interested in learning about computing, and the tools and k0wledge associated with programming. ",Prefer 0t to say,21-24
2020/09/17 2:13:10 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,1,0,0,0,0,2,Computer Science,1,1,,,,,,,,,1,1,First Choice,,,Man,21-24
2020/09/17 2:37:58 PM EST,CMP 128 Computer Science I,1,N/A,1,N/A,1,N/A,N/A,1,N/A,1,N/A,N/A,N/A,2,Challenger Program,,,,,,,,,,,,1,N/A,,,Man,18 and younger
2020/09/19 10:12:54 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,4,This is the future for engineering,Man,21-24
2020/09/20 1:35:21 PM EST,CMP 128 Computer Science I,1,1,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CIS Game Development,1,1,,1,,1,,,,1,1,1,First Choice,,,Man,19-20
2020/09/20 1:35:25 PM EST,CMP 128 Computer Science I,1,1,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CIS Game Development,1,1,,1,,1,,,,1,1,1,First Choice,,,Man,19-20
2020/09/20 7:23:34 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,2,"I have a lot of experience with computers. Having built many, I k0w the workings of a computer and how to use them. At this point, I really am only interested in learning different programs that I have had 0 experience with that would benefit my degree.",Man,19-20
2020/09/20 10:47:44 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Computer Science,1,1,,1,,1,,,1,,1,1,First Choice,,,Woman,18 and younger
2020/09/21 7:01:55 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,N/A,Computer Science,1,,,1,,,1,,1,,,,First Choice,,,Man,18 and younger
2020/09/21 7:16:50 AM EST,CMP 131 Fundamentals of Programming (Python),2,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,2,N/A,N/A,N/A,N/A,ShareTime CSIP Program,1,,,,,1,,,,1,,,First Choice,,,Man,18 and younger
2020/09/21 7:17:49 AM EST,CMP 131 Fundamentals of Programming (Python),2,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ShareTime CSIP Program,1,,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/21 7:18:07 AM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0n Degree seeking,,,,,,,,,,,,,,3,Don’t really have much interest. ,Woman,18 and younger
2020/09/21 7:18:27 AM EST,CMP 131 Fundamentals of Programming (Python),1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,ShareTime CSIP Program,,,1,,,,,,,,,,First Choice,,,Woman,18 and younger
2020/09/21 7:18:40 AM EST,CMP 131 Fundamentals of Programming (Python),2,2,2,2,N/A,2,N/A,N/A,2,2,N/A,N/A,N/A,0,ShareTime CSIP Program,1,,1,,,,,,,,,1,First Choice,,,Man,18 and younger
2020/09/21 7:19:34 AM EST,CMP 131 Fundamentals of Programming (Python),1,1,0,0,0,0,0,2,2,2,0,1,0,N/A,ShareTime CSIP Program,1,,,1,,,,,1,1,1,,First Choice,,,Man,18 and younger
2020/09/21 7:19:46 AM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,1,1,0,0,0,0,0,ShareTime CSIP Program,1,,1,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/21 7:20:00 AM EST,CMP 131 Fundamentals of Programming (Python),1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ShareTime CSIP Program,,,,1,,,,,1,1,,1,First Choice,,,Prefer 0t to say,18 and younger
2020/09/21 7:20:55 AM EST,CMP 131 Fundamentals of Programming (Python),0,0,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,1,ShareTime CSIP Program,,,,1,,,,,,,,,First Choice,,,Woman,18 and younger
2020/09/21 7:21:08 AM EST,CMP 131 Fundamentals of Programming (Python),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ShareTime CSIP Program,,,1,,,,,,1,1,,,First Choice,,,Man,18 and younger
2020/09/21 7:21:18 AM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,2,2,0,0,1,0,0,ShareTime CSIP Program,,,1,,,,,,,1,,,N/A,,,Woman,18 and younger
2020/09/21 7:22:01 AM EST,CMP 131 Fundamentals of Programming (Python),2,2,2,2,N/A,2,N/A,N/A,2,2,N/A,N/A,N/A,0,ShareTime CSIP Program,1,,1,,,,,,,,,1,First Choice,,,Man,18 and younger
2020/09/21 7:22:08 AM EST,CMP 131 Fundamentals of Programming (Python),1,0,0,0,0,0,0,1,0,0,0,0,0,0,ShareTime CSIP Program,1,1,1,1,,1,,,1,1,,,First Choice,,,Man,18 and younger
2020/09/21 7:22:16 AM EST,CMP 131 Fundamentals of Programming (Python),1,0,0,N/A,N/A,N/A,N/A,2,N/A,2,N/A,N/A,N/A,1,ShareTime CSIP Program,,,,,,,,,1,1,1,1,First Choice,,,Man,18 and younger
2020/09/21 7:22:18 AM EST,CMP 131 Fundamentals of Programming (Python),1,0,0,2,2,1,1,0,1,1,0,1,0,0,ShareTime CSIP Program,1,1,1,,,,,,1,1,,,First Choice,,,Man,18 and younger
2020/09/21 7:22:29 AM EST,CMP 131 Fundamentals of Programming (Python),1,N/A,0,0,0,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,ShareTime CSIP Program,1,1,,,,,,,,,,1,First Choice,,,Man,18 and younger
2020/09/21 7:22:46 AM EST,CMP 131 Fundamentals of Programming (Python),1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ShareTime CSIP Program,,,1,,,,,,1,1,,,First Choice,,,Man,18 and younger
2020/09/21 7:23:55 AM EST,CMP 131 Fundamentals of Programming (Python),1,0,0,0,0,0,0,1,1,0,0,0,0,1,ShareTime CSIP Program,1,1,1,,,,,,,1,,,First Choice,,,Man,18 and younger
2020/09/21 7:29:04 AM EST,CMP 131 Fundamentals of Programming (Python),1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,ShareTime CSIP Program,,,,1,,,,,1,1,,1,First Choice,,,Prefer 0t to say,18 and younger
2020/09/21 7:37:15 AM EST,CMP 131 Fundamentals of Programming (Python),2,2,2,0,0,0,0,1,2,0,0,0,0,2,ShareTime CSIP Program,1,,1,,,,,,1,,,1,First Choice,,,Woman,18 and younger
2020/09/21 8:03:27 AM EST,CMP 131 Fundamentals of Programming (Python),1,1,2,N/A,N/A,1,N/A,1,1,2,N/A,1,N/A,N/A,ShareTime CSIP Program,1,,1,,,,,,1,,1,1,First Choice,,,Man,18 and younger
2020/09/21 11:38:33 AM EST,CMP 128 Computer Science I,1,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,1,N/A,N/A,N/A,N/A,Computer Science,1,,,,,,,,1,,,1,First Choice,,,Man,18 and younger
2020/09/21 12:00:19 PM EST,CMP 128 Computer Science I,1,N/A,1,N/A,N/A,N/A,N/A,1,2,2,0,0,0,0,Computer Science,1,1,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/21 12:01:45 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,1,0,1,0,2,2,Computer Science,1,,,1,1,1,,1,1,1,1,1,First Choice,,,Man,25-34
2020/09/21 12:02:30 PM EST,CMP 128 Computer Science I,2,0,1,0,0,0,0,0,0,1,0,0,0,0,Web Development Certificate of Achievement,1,,,1,,,,,1,,,,First Choice,,,Man,19-20
2020/09/21 12:02:57 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Information Tech0logy,1,1,,,1,,,,,1,,,First Choice,,,Man,25-34
2020/09/21 12:03:11 PM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,1,1,0,0,0,0,2,Information Tech0logy,1,1,,,,,,,,,1,1,Nursing,,,Man,19-20
2020/09/21 12:04:01 PM EST,CMP 128 Computer Science I,2,2,2,0,0,0,0,1,1,1,0,0,0,0,Mechanical Engineering Tech0logy,1,,,,,,,,,,,,Mechanical Engineering and Tech0logy ,,,Man,21-24
2020/09/21 12:04:02 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,2,0,1,0,2,0,Computer Science,1,1,,,,,,,,,,,First Choice,,,Man,19-20
2020/09/21 12:04:13 PM EST,CMP 128 Computer Science I,2,0,2,2,0,0,0,2,1,0,0,0,0,0,CIS Game Development,1,,,,,,,,,,,,Mechanical Engineering and Tech0logy ,,,Man,21-24
2020/09/21 12:04:22 PM EST,CMP 128 Computer Science I,2,0,2,0,0,0,0,2,2,0,0,0,0,2,Information Tech0logy,1,,,,,,,,,,,,Exercise Science,,,Man,21-24
2020/09/21 12:04:57 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Computer Science,,,,,,,,,,,,,,3,Im more of a bussinesss mentality I took this hoping I'd like this and use cosmic as a mi0r,Man,18 and younger
2020/09/21 12:05:23 PM EST,CMP 128 Computer Science I,2,0,0,0,0,2,1,2,2,1,0,0,0,0,Information Tech0logy,1,,,,,1,,,,1,,,First Choice,,,Man,19-20
2020/09/21 12:05:26 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CIS Game Development,,1,,1,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/21 12:06:04 PM EST,CMP 128 Computer Science I,1,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,2,1,2,N/A,N/A,CIS Game Development,1,,,1,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/21 12:06:20 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,0,0,0,2,0,0,Undecided,,,,,,,,,,,,,,4,"I've always been interested in programming but never had the patience to learn, I want to be forced to learn.",Man,18 and younger
2020/09/21 12:06:23 PM EST,CMP 128 Computer Science I,2,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,5,Because it has to do with what I'm majoring in.,Man,18 and younger
2020/09/21 12:06:49 PM EST,CMP 128 Computer Science I,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Tech0logy Engineering,,,,,,,,,,,,,,4,I'm interested in computer because it's something that I enjoy to learn about. ,Man,18 and younger
2020/09/21 12:58:59 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,1,1,,,,,,,,,,,First Choice,,,Man,25-34
2020/09/21 9:43:22 PM EST,CMP 131 Fundamentals of Programming (Python),2,2,2,0,0,1,0,2,2,1,0,1,0,0,ShareTime CSIP Program,1,1,1,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/22 10:02:13 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Liberal Arts,,,,,,,,,,,,,,2,it was a required class because i failed the computer part of the test that i had to take before starting my first semester at ccm,Man,19-20
2020/09/22 10:05:23 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Liberal Arts,,,,,,,,,,,,,,1,it was a required class that i had to take because i failed the computer section of the placement test,Man,19-20
2020/09/22 11:13:02 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,2,0,0,1,0,0,Computer Science,1,1,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/22 1:39:29 PM EST,CMP 120 Foundations of Information Security,2,0,2,0,0,0,0,0,0,0,0,0,0,0,Information Security Certificate of Achievement,1,1,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/22 4:02:35 PM EST,CMP 120 Foundations of Information Security,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Information Security Certificate of Achievement,1,,,1,,1,,,,,1,1,Music,,,Man,21-24
2020/09/22 4:10:01 PM EST,CMP 120 Foundations of Information Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Tech0logy,1,,,,1,,,,,,,1,First Choice,,,Man,25-34
2020/09/22 7:07:22 PM EST,CMP 120 Foundations of Information Security,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Information Tech0logy,,1,,,,,,,,,,,Biology,,,Man,19-20
2020/09/22 8:25:14 PM EST,CMP 120 Foundations of Information Security,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Information Tech0logy,1,1,,,,,,,,,1,,First Choice,,,Woman,25-34
2020/09/22 8:28:35 PM EST,CMP 120 Foundations of Information Security,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Information Tech0logy,1,1,,,,,,,,,1,,First Choice,,,Woman,25-34
2020/09/22 8:29:06 PM EST,CMP 120 Foundations of Information Security,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Information Tech0logy,1,1,,,,,,,,,1,,First Choice,,,Woman,25-34
2020/09/22 8:30:10 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,4,I k0w how important this information can be in the future.,Man,18 and younger
2020/09/22 9:54:45 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Undecided,,,,,,,,,,,,,,2,"seemed easy at first. 0w, 0t so much. ",Man,19-20
2020/09/23 1:11:50 AM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Chemistry,,,,,,,,,,,,,,5,It is already the future.,Man,25-34
2020/09/23 9:56:12 AM EST,CMP 120 Foundations of Information Security,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,Information Tech0logy,1,1,,,,,,,,1,,,First Choice,,,Man,21-24
2020/09/23 12:29:26 PM EST,CMP 120 Foundations of Information Security,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Computer Science,1,,,,,,,,,,,,Public Health,,,Man,25-34
2020/09/23 12:47:15 PM EST,CMP 120 Foundations of Information Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Tech0logy,1,,,,,1,,,1,,,,Nursing,,,Woman,21-24
2020/09/23 1:31:06 PM EST,CMP 128 Computer Science I,2,N/A,1,N/A,N/A,N/A,2,N/A,1,N/A,N/A,2,N/A,N/A,ShareTime EDAM,,,,,,,,,,,,,,3,"It's fun, but I can0t see myself doing this in the future.",Woman,18 and younger
2020/09/23 1:33:35 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0n Degree seeking,,,,,,,,,,,,,,3,I don't feel that computing is for me but this class is definitely a good way to explore whether or 0t I like it.,Woman,18 and younger
2020/09/23 1:33:47 PM EST,CMP 128 Computer Science I,1,0,1,0,0,0,N/A,0,0,0,0,0,0,0,ShareTime EDAM,,,,,,,,,,,,,,4,"I am interested in learning the information these courses have to offer, but this isn't  the only thing I would want to learn for the job I want in the future.",Man,18 and younger
2020/09/23 1:33:52 PM EST,CMP 128 Computer Science I,N/A,0,0,0,0,0,0,0,0,0,0,0,0,2,ShareTime EDAM,,,,,,,,,,,,,,4,"It's fun to do, but its 0t exactly in line with what I'm going to school for right 0w, but will be helpful in the future",Man,18 and younger
2020/09/23 1:35:16 PM EST,CMP 128 Computer Science I,1,1,2,2,1,0,2,2,2,2,N/A,2,N/A,N/A,ShareTime CSIP Program,1,1,1,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/23 1:35:48 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Challenger Program,,1,1,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/23 1:37:37 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,1,N/A,1,N/A,N/A,N/A,N/A,N/A,2,Challenger Program,,,1,1,,,,,,,,,Engineering,,,Man,18 and younger
2020/09/23 2:19:17 PM EST,CMP 128 Computer Science I,N/A,N/A,2,N/A,1,N/A,N/A,2,N/A,N/A,N/A,1,N/A,N/A,CIS Game Development,1,,,,,,,,,,,,First Choice,,,0n-binary,21-24
2020/09/23 2:38:34 PM EST,CMP 131 Fundamentals of Programming (Python),N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,Undecided,,,,,,,,,,,,,,5,They're classes are helpful and the professors put in a lot of effort to make sure the class understands it.,Man,19-20
2020/09/23 2:38:59 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,2,0,1,0,0,0,2,Information Tech0logy,1,1,,,,,,,1,,1,,First Choice,,,Man,19-20
2020/09/23 2:39:06 PM EST,CMP 131 Fundamentals of Programming (Python),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Tech0logy,1,1,1,1,1,1,1,1,1,1,1,1,First Choice,,,Prefer 0t to say,25-34
2020/09/23 2:39:22 PM EST,CMP 131 Fundamentals of Programming (Python),1,1,1,0,0,0,0,0,0,0,0,0,0,0,Information Tech0logy,1,,,,,1,,,,,,,Liberal Arts ,,,Man,21-24
2020/09/23 2:39:33 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,0,1,0,0,0,0,1,Information Tech0logy,1,,,1,,,,,,1,1,,First Choice,,,Man,18 and younger
2020/09/23 2:39:44 PM EST,CMP 131 Fundamentals of Programming (Python),2,2,0,1,2,2,1,2,2,1,0,0,0,0,Undecided,,,,,,,,,,,,,,4,I would be interested in taking a0ther computing class because it expands on my k0wledge in the information tech0logy field.,Man,18 and younger
2020/09/23 2:39:51 PM EST,CMP 131 Fundamentals of Programming (Python),1,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,1,,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/23 2:40:06 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,2,0,0,0,0,0,0,Information Tech0logy,1,1,,1,1,,,,,,1,,Computer Science,,,Man,19-20
2020/09/23 2:40:11 PM EST,CMP 131 Fundamentals of Programming (Python),2,1,0,1,0,0,0,1,1,2,0,0,0,2,Information Tech0logy,1,1,,,,1,,,,,1,1,First Choice,,,Man,19-20
2020/09/23 2:40:12 PM EST,CMP 131 Fundamentals of Programming (Python),1,0,0,0,0,0,0,2,1,1,0,0,1,2,Information Tech0logy,1,,,,,,,,,,,,First Choice,,,Man,19-20
2020/09/23 2:40:53 PM EST,CMP 131 Fundamentals of Programming (Python),2,2,N/A,1,1,N/A,N/A,0,0,0,N/A,0,0,N/A,Information Tech0logy,1,,,1,1,1,,,1,1,1,1,First Choice,,,Man,19-20
2020/09/23 2:41:18 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,1,0,0,0,0,0,2,Information Tech0logy,1,1,,,,1,,,1,1,1,1,Music,,,Man,19-20
2020/09/23 2:42:50 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,0,1,1,0,0,0,0,Information Tech0logy,,,,,1,,,,,,,,Biology,,,Man,19-20
2020/09/23 2:42:53 PM EST,CMP 131 Fundamentals of Programming (Python),1,1,0,0,0,0,0,0,0,0,0,0,2,0,Information Tech0logy,1,1,,1,1,1,,,,1,1,1,Business,,,Man,21-24
2020/09/23 2:46:06 PM EST,CMP 131 Fundamentals of Programming (Python),1,1,N/A,N/A,1,0,N/A,2,1,2,1,N/A,N/A,0,Information Tech0logy,1,,,,,,,,,,,,First Choice,,,Prefer 0t to say,19-20
2020/09/23 4:10:09 PM EST,CMP 128 Computer Science I,2,0,1,0,1,2,0,1,0,1,0,0,0,0,CIS Game Development,1,,,,,,,,1,,,,First Choice,,,Woman,18 and younger
2020/09/23 9:11:48 PM EST,CMP 131 Fundamentals of Programming (Python),1,1,0,0,0,0,0,0,0,0,0,0,2,0,Information Tech0logy,1,1,,1,1,1,,,,1,1,1,Business,,,Man,21-24
2020/09/23 9:30:16 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Business,,,,,,,,,,,,,,2,The learning curve seems to be very very steep,Man,21-24
2020/09/23 10:23:41 PM EST,CMP 120 Foundations of Information Security,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Information Security Certificate of Achievement,1,,,,,,,,,1,,,First Choice,,,Man,21-24
2020/09/23 10:35:25 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,2,Computer Science,1,,,,1,,1,,,,,,Hospitality,,,Woman,25-34
2020/09/23 11:19:37 PM EST,CMP 128 Computer Science I,1,0,1,0,0,0,0,2,0,0,0,0,0,N/A,Information Tech0logy,,,,,,,,,,,,,,4,"As i i have selected 4 so obviously i would be interested in this computing classes, i am sure these classes will help me to build my website in future.",Man,19-20
2020/09/24 12:42:08 AM EST,CMP 128 Computer Science I,2,0,0,0,0,0,0,1,1,1,1,1,1,0,Business,,,,,,,,,,,,,,5,Professor Stoll is my professor for CMP-128 and so far class seems like it is going to be very informational and fun at the same time! ,Woman,21-24
2020/09/24 11:08:21 AM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,1,0,2,0,0,0,0,Computer Science,1,1,,1,,,,,,,1,,First Choice,,,Man,19-20
2020/09/24 11:10:48 AM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Digital Media Tech0logy,,,,,,1,,,,,1,1,computer science ,,,Man,18 and younger
2020/09/24 11:19:18 AM EST,CMP 128 Computer Science I,2,1,1,0,0,2,0,1,1,1,0,0,0,0,Computer Science,1,1,,1,,1,,,1,1,,1,First Choice,,,Man,18 and younger
2020/09/24 11:22:45 AM EST,CMP 239 Internet & Web Page Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Tech0logy,1,,,1,1,,,,,,,,Criminal Justice,,,Man,25-34
2020/09/24 11:23:03 AM EST,CMP 128 Computer Science I,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Business,,,,,,,,,,,,,,3,I am taking this class as a requirement. If I do well I will think about taking a0ther class. ,Woman,19-20
2020/09/24 11:50:04 AM EST,CMP 128 Computer Science I,2,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0,0,0,1,2,CIS Game Development,,1,,1,1,1,,,1,1,,1,Public Administration,,,Man,25-34
2020/09/24 12:13:49 PM EST,CMP 128 Computer Science I,1,1,0,0,0,0,1,1,1,2,1,2,1,1,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,4,Gets very confusing and repetitive without a teacher who helps you at all times,Man,21-24
2020/09/24 12:16:06 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,1,1,0,0,1,2,0,0n Degree seeking,,,,,,,,,,,,,,5,Tech0logy is a fast changing area and 0t one that we can just learn from a handful of courses. There is always something new to learn and this dynamic field. ,Woman,35-64
2020/09/24 12:16:45 PM EST,CMP 128 Computer Science I,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Mechanical Engineering Tech0logy,,,,,,,,,,,,,,3,"My focus is largely with mechanical engineering, and I am taking this course to assist in my learning.",Man,25-34
2020/09/24 12:29:58 PM EST,CMP 239 Internet & Web Page Design,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1,1,N/A,Information Tech0logy,,,,,,,,,,1,,,First Choice,,,Man,19-20
2020/09/24 12:32:56 PM EST,CMP 130 Intro to IT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Tech0logy,1,,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/24 12:34:43 PM EST,CMP 130 Intro to IT,2,0,0,0,0,0,0,0,0,1,0,0,2,0,Information Tech0logy,1,,,,,,,,,1,,,First Choice,,,Man,18 and younger
2020/09/24 12:43:05 PM EST,CMP 130 Intro to IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Tech0logy,1,,,,,,,,,1,,,First Choice,,,Man,21-24
2020/09/24 1:03:07 PM EST,CMP 130 Intro to IT,1,1,1,N/A,1,N/A,N/A,1,N/A,1,N/A,N/A,N/A,N/A,Undecided,,,,,,,,,,,,,,4,It's what I want to do in the future.,Man,19-20
2020/09/24 1:03:44 PM EST,CMP 130 Intro to IT,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Information Tech0logy,1,1,,1,,,,,1,,1,,First Choice,,,Man,19-20
2020/09/24 1:06:24 PM EST,CMP 130 Intro to IT,0,0,0,0,0,0,0,0,0,0,0,0,2,N/A,Information Tech0logy,1,,,,,,,,,,,,First Choice,,,Man,18 and younger
2020/09/24 1:07:54 PM EST,CMP 131 Fundamentals of Programming (Python),0,0,0,0,0,0,0,2,2,0,0,0,0,2,Information Tech0logy,1,1,,1,1,1,,,1,1,1,1,First Choice,,,Man,21-24
